Name,STN,pVal
AT2G44060.1,-0.623,0.0981
AT3G28900.1,0.6218,0.0983
AT1G09640.1,-0.6214,0.0984
AT4G17300.1,-0.6205,0.0988
AT2G33210.1,-0.6195,0.0988
AT5G02240.1,-0.6193,0.0989
AT2G43100.1,0.6168,0.0994
AT1G55480.1,0.615,0.0996
AT1G48030.1,-0.6137,0.0998
AT1G02780.1,0.6125,0.1001
AT4G09040.1,-0.6125,0.1001
AT4G30920.1,-0.6123,0.1002
sum115,-0.6119,0.1002
AT3G46830.1,-0.6097,0.1005
AT2G21385.1,0.6096,0.1006
sum90,0.6096,0.1006
sum118,-0.6096,0.1011
sum118,-0.6096,0.1011
AT5G53490.1,0.6082,0.1013
AT5G17710.1,-0.6082,0.1014
AT5G14040.1,0.6061,0.1017
AT4G25890.1,0.6056,0.1018
AT2G29340.1,-0.6056,0.1029
AT3G58010.1,-0.6026,0.1038
AT5G48230.1,-0.6026,0.1038
AT4G00490.1,-0.6026,0.1038
AT3G17240.1,0.6025,0.1039
AT1G02280.1,0.5984,0.1047
AT1G11430.1,-0.5984,0.1048
AT5G14780.1,-0.5984,0.1048
sum16,-0.5959,0.1053
AT5G26360.1,-0.5951,0.1057
AT1G62180.1,-0.5926,0.1061
AT3G51260.1,-0.5923,0.1061
AT3G17390.1,-0.588,0.1066
AT3G08943.1,0.588,0.1067
AT1G01790.1,0.5867,0.1069
AT3G07160.1,0.5852,0.1075
AT4G39710.1,0.5839,0.1076
AT5G10920.1,-0.5839,0.1081
AT1G56500.1,-0.5813,0.1086
AT4G13930.1,-0.579,0.109
ATCG00130.1,0.5785,0.1091
AT1G78680.1,-0.5782,0.1096
AT5G12140.1,-0.5782,0.1096
AT5G35630.1,0.5752,0.11
AT5G47190.1,-0.5741,0.1102
sum4,0.5714,0.1109
AT5G49030.1,-0.5712,0.1115
AT2G38540.1,-0.5712,0.1115
AT3G15640.1,-0.5712,0.1115
AT4G24800.1,-0.5712,0.1115
AT5G01410.1,0.5709,0.1116
AT2G26900.1,0.5706,0.1116
AT5G61970.1,0.5706,0.1116
AT5G05270.1,0.5706,0.1116
AT1G73600.1,0.5706,0.1116
AT5G08060.1,0.5706,0.1116
AT2G36580.1,-0.5706,0.1126
AT3G44310.1,0.5696,0.1127
AT3G62030.1,-0.569,0.1128
AT2G22230.1,0.5663,0.1134
AT5G17770.1,0.5634,0.1139
ATCG00180.1,0.5634,0.1139
AT2G46910.1,-0.5634,0.1144
AT3G04870.1,-0.5634,0.1144
sum28,-0.563,0.1145
AT1G55670.1,0.5627,0.1146
AT5G12470.1,-0.5627,0.1147
AT4G17090.1,-0.5627,0.1147
AT5G39320.1,-0.562,0.1149
sum202,-0.5599,0.1161
AT3G03960.1,-0.5578,0.1166
sum22,0.5578,0.1166
AT3G09820.1,-0.5532,0.1174
AT3G10520.1,0.5507,0.1177
AT3G48990.1,-0.5507,0.1178
AT1G78630.1,-0.5498,0.118
AT4G24770.1,-0.5492,0.1182
AT2G41740.1,0.549,0.1183
AT3G48110.1,-0.5486,0.1183
AT1G76450.1,0.5482,0.1185
AT2G42220.1,0.5482,0.1185
AT1G22410.1,0.5474,0.1189
AT2G29450.1,-0.545,0.1193
AT1G04410.1,-0.5448,0.1193
AT5G58070.1,-0.5441,0.1198
sum132,0.5435,0.1199
sum17,0.5432,0.12
ATCG00770.1,-0.543,0.1201
AT5G13410.1,-0.5405,0.121
AT2G23350.1,-0.5397,0.1213
AT4G39330.1,-0.5383,0.1216
AT4G14070.1,0.538,0.1217
AT3G62700.1,0.538,0.1217
AT1G09830.1,-0.538,0.1282
AT1G06820.1,-0.538,0.1282
AT3G52500.1,-0.538,0.1282
ATCG00470.1,-0.5341,0.1291
AT1G63940.1,-0.5319,0.1295
AT1G50200.1,-0.531,0.1298
AT5G54960.1,0.5292,0.1302
AT3G56290.1,0.5292,0.1302
AT4G30310.2,0.5292,0.1302
AT4G34490.1,0.5292,0.1302
AT5G11450.1,-0.5292,0.1325
AT5G08530.1,-0.5292,0.1325
AT1G08980.1,-0.5292,0.1325
AT5G46580.1,-0.5292,0.1325
AT3G47070.1,0.5273,0.1329
AT5G03650.1,0.5275,0.1329
AT3G61470.1,0.5269,0.1331
AT3G07110.1,0.5271,0.1331
sum7,0.5239,0.1335
AT3G22230.1,0.5236,0.1336
AT3G28940.1,-0.5219,0.1344
AT1G75330.1,-0.5219,0.1344
AT2G25830.1,0.5215,0.1349
AT1G63610.1,0.5215,0.1349
AT3G61260.1,0.5215,0.1349
AT3G21200.1,0.5215,0.1349
AT4G23890.1,0.5215,0.1349
AT3G44590.1,0.5215,0.1349
AT1G15950.1,0.5215,0.1349
AT1G18170.1,0.5215,0.1349
AT5G19750.1,0.5215,0.1349
AT1G75040.1,0.5215,0.1349
AT5G47890.1,0.5215,0.1349
AT1G06290.1,0.5215,0.1349
sum88,0.5215,0.1349
AT5G48580.1,0.5215,0.1349
AT1G14030.1,0.5215,0.1349
AT1G49750.1,0.5215,0.1349
AT3G21055.1,0.5215,0.1349
AT2G35630.1,0.5215,0.1349
AT5G52440.1,0.5215,0.1349
AT4G23940.1,0.5215,0.1349
AT2G13440.1,0.5215,0.1349
AT1G67140.1,0.5215,0.1349
AT5G06390.1,0.5215,0.1349
sum52,0.5215,0.1349
AT1G14830.1,0.5215,0.1349
AT5G12370.1,0.5215,0.1349
AT3G61111.1,0.5215,0.1349
AT1G53580.1,-0.5215,0.1489
AT5G24400.1,-0.5215,0.1489
AT2G24050.1,-0.5215,0.1489
AT4G09720.1,-0.5215,0.1489
AT3G63170.1,-0.5215,0.1489
AT3G15356.1,-0.5215,0.1489
AT4G38100.1,-0.5215,0.1489
AT2G42540.1,-0.5215,0.1489
AT4G17340.1,-0.5215,0.1489
AT3G51160.1,-0.5215,0.1489
AT3G20790.1,-0.5215,0.1489
AT5G02120.1,-0.5215,0.1489
AT3G20820.1,-0.5215,0.1489
sum47,-0.5215,0.1489
AT3G18490.1,-0.5215,0.1489
AT5G55200.1,-0.5215,0.1489
AT3G07470.1,-0.5215,0.1489
AT5G23290.1,-0.5215,0.1489
AT1G79690.1,-0.5215,0.1489
AT5G53860.1,-0.5215,0.1489
AT4G03190.1,-0.5215,0.1489
AT1G59700.1,-0.5215,0.1489
AT5G20250.1,-0.5215,0.1489
AT5G65840.1,-0.5215,0.1489
AT4G19003.1,-0.5215,0.1489
sum56,-0.5215,0.1489
AT1G55020.1,-0.5215,0.1489
AT5G35220.1,-0.5215,0.1489
AT1G03220.1,-0.5215,0.1489
AT5G62140.1,-0.5215,0.1489
AT3G27740.1,-0.5215,0.1489
AT5G39950.1,-0.5215,0.1489
AT5G36160.1,-0.5215,0.1489
AT5G13930.1,-0.5215,0.1489
AT3G17770.1,-0.5215,0.1489
AT5G36230.1,-0.5215,0.1489
AT2G33340.1,-0.5215,0.1489
AT3G11750.1,0.521,0.1491
AT1G71695.1,0.521,0.1491
AT2G44050.1,0.521,0.1491
AT4G32760.1,-0.521,0.15
AT3G51840.1,-0.521,0.15
AT1G76680.1,-0.521,0.15
AT5G03690.2,-0.521,0.15
AT5G37850.1,0.5205,0.1502
AT2G17340.1,-0.5205,0.1504
AT5G63570.1,-0.5197,0.1509
sum220,0.5203,0.1509
AT1G11910.1,0.518,0.1512
AT3G52750.1,-0.5139,0.1517
AT5G06290.1,0.5152,0.1517
AT5G16440.1,-0.5109,0.1525
AT4G34450.1,0.5065,0.1536
AT1G15500.1,0.5055,0.1538
AT1G03160.1,0.5049,0.1539
AT3G16910.1,-0.5049,0.1544
AT5G28840.1,-0.5022,0.1548
AT4G33510.1,-0.5014,0.155
AT5G64290.1,0.5006,0.1553
AT1G72640.1,0.4995,0.1561
AT3G12345.1,0.4995,0.1561
AT3G19450.1,-0.4995,0.1565
AT5G66530.1,0.4994,0.1567
AT3G14420.1,-0.4988,0.1567
AT3G54210.1,-0.4984,0.1571
AT2G31670.1,-0.4984,0.1571
AT4G09650.1,-0.4968,0.1574
AT3G59970.3,-0.4932,0.1583
AT2G40840.1,-0.49,0.159
AT2G38270.1,0.4894,0.1593
AT1G12800.1,-0.4894,0.1594
AT5G58260.1,0.4876,0.1599
AT3G05350.1,-0.4876,0.1601
AT2G20420.1,-0.4868,0.1606
AT2G43640.1,0.4831,0.1614
AT4G37925.1,0.4831,0.1614
AT5G11560.1,0.4831,0.1614
sum76,0.4831,0.1614
sum124,0.4826,0.1633
sum36,-0.4782,0.1643
AT3G08580.1,0.4793,0.1643
AT1G43170.1,0.4776,0.1646
AT4G38800.1,0.4762,0.165
AT5G64460.1,0.4762,0.165
AT1G18210.1,0.4762,0.165
AT2G04780.1,0.4762,0.165
AT4G11600.1,-0.4762,0.1656
AT3G13120.1,-0.4762,0.1656
AT4G27640.1,0.4752,0.166
AT2G05620.1,0.4752,0.166
AT5G47690.1,0.4752,0.166
AT5G16390.1,0.4752,0.166
AT3G15660.1,-0.4752,0.1678
AT5G02160.1,-0.4752,0.1678
AT3G22890.1,-0.475,0.1684
AT4G25370.1,-0.4749,0.1685
AT5G52920.1,-0.4749,0.1685
AT5G53560.1,0.4749,0.1685
AT3G24830.1,0.4744,0.1687
AT5G19550.1,-0.472,0.1689
AT1G23820.1,-0.4711,0.1691
AT5G15450.1,-0.469,0.1698
sum40,0.4677,0.1703
AT4G39730.1,0.4657,0.1707
AT1G21750.1,-0.4645,0.1708
AT3G02780.1,-0.4643,0.1709
AT3G58140.1,-0.4639,0.1715
AT1G79230.1,-0.4639,0.1715
AT2G41530.1,-0.4638,0.1716
AT4G18810.1,-0.4638,0.1716
AT5G03300.1,-0.4622,0.172
AT3G56940.1,-0.4613,0.1726
AT5G41670.1,-0.4607,0.1727
AT4G26530.1,-0.4601,0.1728
AT1G15820.1,0.4603,0.1729
AT1G12900.1,-0.4592,0.173
sum18,-0.4566,0.1736
AT3G27300.1,-0.4553,0.1739
sum71,-0.4553,0.1739
AT1G31180.1,0.4552,0.1741
AT1G45474.1,0.4549,0.1742
AT3G10670.1,0.4549,0.1742
AT2G20260.1,-0.4548,0.1753
AT3G63160.1,-0.4549,0.1753
AT2G02740.1,-0.4549,0.1753
AT2G29290.2,-0.4549,0.1753
AT5G33320.1,0.4525,0.1763
AT5G14030.1,0.4525,0.1763
AT4G39040.1,-0.4525,0.1772
AT3G59400.1,-0.4525,0.1772
AT3G12050.1,-0.4525,0.1772
AT2G42690.1,-0.4525,0.1772
AT3G23940.1,-0.4497,0.1778
AT5G21430.1,-0.4494,0.178
AT4G02620.1,-0.4494,0.178
AT1G05010.1,-0.4486,0.1784
sum63,0.4486,0.1785
sum51,-0.4459,0.1792
AT2G20450.1,0.4448,0.1797
